country,iso,survey_start_year,survey_end_year,age_group,population,region,sub_region,intermediate_region,contraceptive_any_method,contraceptive_any_modern_method,contraceptive_any_traditional_method,contraceptive_emergency_contraception,contraceptive_female_condom,contraceptive_female_sterilization,contraceptive_implant,contraceptive_injectable,contraceptive_iud,contraceptive_lactational_amenorrhea_method_lam,contraceptive_male_condom,contraceptive_male_sterilization,contraceptive_other_modern_methods,contraceptive_other_traditional_methods,contraceptive_pill,contraceptive_rhythm,contraceptive_vaginal_barrier_methods,contraceptive_withdrawal,unmet_need_limiting,unmet_need_spacing,unmet_need_total,demand_satisfied,data_source_datacatalog_id,data_source_datacatalog_longname,data_source_source,notes,notes_contraceptive_use_methods,notes_contraceptive_use_population,notes_contraceptive_use_residuals_modern_methods,notes_contraceptive_use_residuals_traditional_methods,notes_note_on_country,notes_unmet_need_indicator,notes_unmet_need_population_excluded,notes_unmet_need_population_included
Grenada,308,1985,1985,15-44,MW,Americas,Latin America and the Caribbean,Caribbean,31,27.3,3.5,NA,NA,2.2,NA,2.9,2.6,NA,8,NA,NA,NA,7.8,0.6,3.8,2.9,NA,NA,NA,NA,2751,Grenada 1985 IPPF/WHR Caribbean Contraceptive Prevalence Survey,CCPS,,Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
Grenada,308,1990,1990,15-44,MW,Americas,Latin America and the Caribbean,Caribbean,54.3,52.1,2.1,NA,NA,NA,NA,9,3,NA,21.9,NA,NA,5.1,15.2,NA,NA,NA,NA,NA,NA,NA,2798,Grenada 1990 IPPF/WHR Caribbean Contraceptive Prevalence Survey,National survey,,Adjusted.,NA,NA,NA,NA,NA,NA,NA
Guadeloupe,312,1976,1976,15-49,AL,Americas,Latin America and the Caribbean,Caribbean,29.4,21.1,8.3,NA,NA,8,NA,NA,2.4,NA,3.7,NA,0.2,0.9,6.6,3.2,0.2,4.2,NA,NA,NA,NA,3116,Guadeloupe 1976 Fertility Survey,National survey,,NA,"Data pertain to all women of reproductive age, irrespective of marital status.",Including male sterilization and injectables.,Including douching.,NA,NA,NA,NA
Guam,316,2002,2002,18-44,SA,Oceania,Micronesia,NA,66.6,58.3,8.3,NA,NA,18.2,0,4.6,0.7,NA,6.9,3.9,NA,2.4,24,2.5,0,2.1,NA,NA,NA,NA,3117,Guam 2002 Behavioral Risk Factor Surveillance System,National survey,,Adjusted.,"Data pertain to sexually active, non-pregnant women.",NA,NA,NA,NA,NA,NA
Guatemala,320,1977,1978,15-44,MW,Americas,Latin America and the Caribbean,Central America,18.1,15.2,2.9,NA,NA,5.9,NA,1.1,1.3,NA,0.7,0.4,NA,NA,5.4,2.6,0.4,0.3,NA,NA,NA,NA,28,"Guatemala 1977-1978 Encuesta Nacional de Fecundidad, Planificación Familiar y Comunicación",CPS,,NA,NA,NA,"Excluding abstinence, douching and folk methods.",NA,NA,NA,NA
Guatemala,320,1983,1983,15-44,MW,Americas,Latin America and the Caribbean,Central America,25,20.6,4.4,NA,NA,10.2,NA,0,2.6,NA,1.2,0.9,NA,NA,4.7,3.4,1,1,NA,NA,NA,NA,2734,Guatemala 1983 Reproductive and Health Survey,RHS,,NA,NA,Including injectables and vaginal barrier methods.,NA,NA,NA,NA,NA
Guatemala,320,1987,1987,15-44,MW,Americas,Latin America and the Caribbean,Central America,23.2,19.1,4.1,NA,NA,10.4,NA,0.5,1.8,NA,1.2,0.9,NA,0.1,3.9,2.8,0.4,1.2,13,16.4,29.4,36.3,1763,Guatemala 1987 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,320,1995,1995,15-49,MW,Americas,Latin America and the Caribbean,Central America,31.4,26.9,4.5,NA,NA,14.3,NA,2.5,2.6,NA,2.2,1.5,NA,0.1,3.8,3.6,0,0.9,13.7,14.4,28.1,45.2,1770,Guatemala 1995 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,320,1998,1999,15-49,MW,Americas,Latin America and the Caribbean,Central America,38.2,30.9,7.3,NA,NA,16.7,NA,3.9,2.2,NA,2.3,0.8,NA,0.1,5,5.7,0,1.5,13.1,13.8,26.8,47.5,207,Guatemala 1998-1999 Demographic and Health Survey (Interim),DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Guatemala,320,2002,2002,15-49,MW,Americas,Latin America and the Caribbean,Central America,43.3,34.5,8.7,NA,NA,16.8,0.1,9,1.9,0.1,2.3,1,NA,0.1,3.4,6.3,0.1,2.3,12.5,15.1,27.6,48.7,173,Guatemala 2002 Encuesta Nacional de Salud Materno Infantil,RHS,,Figures by method do not add up to the total.,NA,NA,Including folk methods.,NA,NA,NA,NA
Guatemala,320,2008,2009,15-49,MW,Americas,Latin America and the Caribbean,Central America,54.1,44,10.1,NA,NA,18.9,NA,14.7,1.3,NA,3.6,0.8,1.1,0.1,3.6,6.4,NA,3.6,9.8,11,20.8,58.7,3119,Guatemala 2008-2009 Encuesta Nacional de Salud Materno Infantil,RHS,,NA,NA,"Including female condoms, implants and vaginal barrier methods.",NA,NA,NA,NA,NA
Guatemala,320,2014,2015,15-49,MW,Americas,Latin America and the Caribbean,Central America,60.6,48.9,11.7,NA,NA,21,1.9,16.6,1.5,NA,3.8,0.6,0.2,0.1,3.3,5.9,NA,5.8,5.5,8.4,13.9,65.6,5790,Guatemala 2014-2015 Encuesta Nacional de Salud Materno Infantil,DHS,,NA,NA,"Including lactational amenorrhea method (LAM), Standard Days Method (Cycle Beads) and vaginal barrier methods.",NA,NA,NA,NA,NA
Guinea,324,1992,1992,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,1.7,1,0.7,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0.4,0.1,0.5,0.6,NA,NA,6.4,18.3,24.7,3.8,1738,Guinea 1992 Demographic and Health Survey,DHS,,NA,NA,"Including male and female sterilization, injectables and vaginal barrier methods.",Including withdrawal.,NA,NA,NA,NA
Guinea,324,1999,1999,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,6.2,4.2,2,NA,NA,NA,NA,1,0.2,NA,0.6,NA,0.3,0.2,2.1,1.6,NA,0.2,8.7,16.1,24.8,13.5,1739,Guinea 1999 Demographic and Health Survey,DHS,,NA,NA,"Including male and female sterilization, implants and vaginal barrier methods.",Including folk methods.,NA,NA,NA,NA
Guinea,324,2005,2005,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,9.1,5.7,3.4,NA,NA,0.2,NA,1,0.1,1.7,1.1,NA,NA,2.4,1.6,1,NA,NA,8.5,13.4,21.9,18.4,1740,Guinea 2005 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Guinea,324,2012,2012,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,5.6,4.6,1,NA,0,0.1,0.1,1.3,0.2,1.3,0.5,NA,0,0.4,1.2,0.3,NA,0.3,6.6,17.1,23.7,15.7,5422,Guinea 2012 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Guinea,324,2016,2016,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,8.7,7.8,0.8,NA,NA,NA,0.5,2.2,NA,2.9,NA,NA,0.5,0.2,1.7,0.6,NA,NA,7,20.6,27.6,21.5,5676,Guinea 2016 Multiple Indicator Cluster Survey,MICS,,NA,NA,"Including female sterilization, male condom, IUD, diaphragm and foam/jelly.",NA,NA,NA,NA,NA
Guinea-Bissau,624,2e3,2e3,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,7.6,4.5,3.2,NA,0,0.3,0,0.5,2.3,0.9,0.1,0,NA,0.4,0.3,2.5,0,0.3,NA,NA,NA,NA,1895,Guinea-Bissau 2000 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,624,2006,2006,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,10.3,9.6,0.7,NA,0,0.3,0.1,0.7,2.9,3.5,0.7,0,0.1,0.4,1.3,0.3,0,0,NA,NA,NA,NA,176,Guinea-Bissau 2006 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,624,2010,2010,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,14.2,13.1,1.1,NA,NA,NA,NA,1.5,4,2.8,3.2,NA,0.4,0.1,1.2,1,NA,NA,1.4,4.6,6,64.9,5002,Guinea-Bissau 2010 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",NA,NA
Guinea-Bissau,624,2014,2014,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,16,14.4,1.6,NA,0.2,0.2,3.3,1.4,3.5,2.4,1.5,NA,NA,0.4,1.5,1.2,0.5,NA,6.7,15.6,22.3,37.6,5637,Guinea-Bissau 2014 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,328,1975,1975,15-49,MW,Americas,Latin America and the Caribbean,South America,29.5,23.4,7.4,NA,NA,8.5,NA,0,5.6,NA,0,0,NA,3.5,9,2.9,0.3,1,NA,NA,NA,NA,3120,Guyana 1975 World Fertility Survey,WFS,,Figures by method do not add up to the total.,NA,NA,Including abstinence and douching.,NA,NA,NA,NA
Guyana,328,1991,1992,15-44,MW,Americas,Latin America and the Caribbean,South America,38.2,36.9,1.3,NA,NA,6.3,NA,1.9,8.8,NA,5.4,NA,NA,1.3,12.8,NA,1.7,NA,NA,NA,NA,NA,2809,Guyana 1991-1992 IPPF-WHR Caribbean Contraceptive Prevalence Survey,CPS,,Adjusted.,NA,NA,NA,NA,NA,NA,NA
Guyana,328,2e3,2e3,15-49,MW,Americas,Latin America and the Caribbean,South America,37.3,36.3,1,NA,0.1,4.5,1,3.7,6.3,0.3,8.8,0.1,NA,0.2,11.2,0.5,0.4,0.4,NA,NA,NA,NA,1939,Guyana 2000 Multiple Indicator Cluster Survey,MICS,,Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
Guyana,328,2005,2005,15-49,MW,Americas,Latin America and the Caribbean,South America,34.6,33.6,1,NA,NA,3,0.1,3.8,7.6,0.1,6.1,NA,NA,0.1,12.2,0.7,0.7,0.1,NA,NA,NA,NA,139,Guyana 2005 HIV-AIDS Indicator Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Guyana,328,2006,2007,15-49,MW,Americas,Latin America and the Caribbean,South America,34.2,33,1.2,NA,0.1,1.7,2.7,3.6,5.5,0.3,5.8,0,NA,0.6,12.8,0.3,0.5,0.2,NA,NA,NA,NA,1893,Guyana 2006 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,328,2009,2009,15-49,MW,Americas,Latin America and the Caribbean,South America,42.5,40,2.5,NA,NA,5.3,0.2,4.8,7.3,0.2,12.9,NA,NA,0.4,9.2,0.7,NA,1.4,19.1,9.4,28.5,56.3,4701,Guyana 2009 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Guyana,328,2014,2014,15-49,MW,Americas,Latin America and the Caribbean,South America,33.9,32.5,1.3,NA,0.7,3.3,1,4.9,5.8,NA,9,0.1,NA,0.5,7.7,0.4,0,0.4,NA,NA,28,52.5,5675,Guyana 2014 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,Preliminary data.,NA,NA
Haiti,332,1977,1977,15-50,MW,Americas,Latin America and the Caribbean,Caribbean,18.9,5.4,13.5,NA,NA,0.2,NA,NA,0.5,NA,1.1,0.2,NA,4.6,3.3,4.2,0.1,4.7,NA,NA,NA,NA,791,Haiti 1977 World Fertility Survey,WFS,,NA,NA,NA,Including abstinence and douching.,NA,NA,NA,NA
Haiti,332,1983,1983,15-49,MW,Americas,Latin America and the Caribbean,Caribbean,6.9,3.9,3,NA,NA,0.7,NA,0.2,0.2,NA,0.5,0.1,NA,0,2.2,1.4,0,1.6,NA,NA,NA,NA,718,Haiti 1983 Contraceptive Prevalence Survey,CPS,,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,332,1987,1987,15-49,MW,Americas,Latin America and the Caribbean,Caribbean,6.7,5,1.9,NA,NA,1.3,NA,0.8,0.4,NA,0.2,0,NA,0.6,2.3,1,0,0.3,NA,NA,NA,NA,2769,"Haiti 1987 Enquête Mortalité, Morbidité et Utilisation des Services",National survey,,Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
Haiti,332,1989,1989,15-49,MW,Americas,Latin America and the Caribbean,Caribbean,10.2,9.4,0.8,NA,NA,2.5,NA,1.6,0.6,NA,0.5,NA,NA,NA,4.1,0.4,0.1,0.4,NA,NA,27.2,25.1,4521,Haiti 1989 Contraceptive Prevalence Survey,CPS,,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,332,1994,1995,15-49,MW,Americas,Latin America and the Caribbean,Caribbean,18,13.2,4.8,NA,NA,3.1,1.2,2.7,NA,NA,2.6,NA,0.4,0.4,3.1,2,NA,2.4,27.7,17,44.7,21.1,1764,Haiti 1994-1995 Demographic and Health Survey,DHS,,NA,NA,"Including male sterilization, IUD and vaginal barrier methods.",Including folk methods.,NA,NA,NA,NA
Haiti,332,2e3,2e3,15-49,MW,Americas,Latin America and the Caribbean,Caribbean,28.1,22.9,5.2,NA,NA,2.8,2,11.8,NA,0.6,2.9,NA,0.5,0.2,2.3,2.1,NA,3.1,24,15.6,39.6,33.8,1765,Haiti 2000 Demographic and Health Survey,DHS,,NA,NA,"Including male sterilization, female condoms, IUD and vaginal barrier methods.",Including folk methods.,NA,NA,NA,NA
Haiti,332,2005,2006,15-49,MW,Americas,Latin America and the Caribbean,Caribbean,32,24.8,7.2,NA,NA,2.1,1.6,11,NA,1.2,5.3,NA,0.2,0.6,3.3,2.4,NA,4.2,20.8,16.5,37.3,35.8,1785,Haiti 2005-2006 Demographic and Health Survey,DHS,,NA,NA,"Including male sterilization, female condoms, IUD and vaginal barrier methods.",Including folk methods.,NA,NA,NA,NA
Haiti,332,2012,2012,15-49,MW,Americas,Latin America and the Caribbean,Caribbean,34.5,31.3,3.2,NA,NA,1.5,1.9,19.4,0.1,0.3,5.1,0.1,0.1,0.5,2.8,1.6,NA,1.1,19.7,15.7,35.3,44.8,5451,Haiti 2012 Demographic and Health Survey,DHS,,NA,NA,Including vaginal barrier methods.,NA,NA,NA,NA,NA
Haiti,332,2016,2017,15-49,MW,Americas,Latin America and the Caribbean,Caribbean,34.3,31.8,2.5,NA,NA,1.2,2.5,20.8,0.1,0.7,4,0.2,NA,0.2,2.4,1,NA,1.3,NA,NA,38,44,5825,Haiti 2016 Demographic and Health Survey (DHS),DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Honduras,340,1981,1981,15-49,MW,Americas,Latin America and the Caribbean,Central America,26.9,23.6,3.3,NA,NA,8,NA,0.3,2.4,NA,0.3,0.2,NA,0.1,11.7,1.6,0.7,1.6,NA,NA,NA,NA,120,Honduras 1981 Encuesta Nacional de Prevalencia del Uso de Anticonceptivos,CPS,,NA,NA,NA,NA,NA,NA,NA,NA
Honduras,340,1984,1984,15-44,MW,Americas,Latin America and the Caribbean,Central America,34.9,30.4,4.6,NA,NA,12.1,NA,0.3,3.8,NA,0.9,0.2,0,0,12.7,2.9,0.4,1.7,NA,NA,NA,NA,135,Honduras 1984 Encuesta Nacional de Salud Materno Infantil,National survey,,NA,NA,NA,Including douching.,NA,NA,NA,NA
Honduras,340,1987,1987,15-44,MW,Americas,Latin America and the Caribbean,Central America,40.6,32.9,7.6,NA,NA,12.6,NA,0.3,4.3,NA,1.8,0.2,NA,0.2,13.4,3.5,0.3,3.9,8.2,7.6,15.8,58.3,157,Honduras 1987 Epidemiology and Family Health Survey,RHS,,NA,NA,NA,NA,NA,NA,NA,NA
Honduras,340,1991,1992,15-44,MW,Americas,Latin America and the Caribbean,Central America,46.7,34.7,12,NA,NA,15.6,NA,0.5,5.1,NA,2.9,0.2,NA,0.3,10.1,6.7,0.3,5,NA,NA,NA,NA,707,Honduras 1991-1992 Encuesta Nacional de Epidemiología y Salud Familiar,RHS,,NA,NA,NA,NA,NA,NA,NA,NA
Honduras,340,1996,1996,15-49,MW,Americas,Latin America and the Caribbean,Central America,49.2,40.3,9,NA,NA,18.9,NA,1,7.9,NA,3.1,0.1,0.1,NA,9.1,3.8,NA,5.1,NA,NA,18,60,199,Honduras 1996 Encuesta Nacional de Epidemiología y Salud Familiar,RHS,,NA,NA,NA,NA,NA,NA,"Excluding women who are currently pregnant, currently seeking to become pregnant, subfecund, or who are not sexually active, including women practicing post-partum abstinence. ","Including fecund married women, currently sexually active, currently exposed to the risk of pregnancy, not wanting to become pregnant, and not using a method of contraception other than folk methods, douches, breastfeeding or lactational amenorrhea (LAM)."
Honduras,340,2001,2001,15-49,MW,Americas,Latin America and the Caribbean,Central America,61.6,50.9,10.7,NA,NA,19.8,NA,8.9,8.9,NA,3.2,0.2,0,NA,9.8,4.3,NA,6.4,NA,NA,11.2,69.9,640,Honduras 2001 Encuesta Nacional de Epidemiología y Salud Familiar,RHS,,NA,NA,NA,NA,NA,NA,"Excluding women who are currently pregnant, currently seeking to become pregnant, subfecund, or who are not sexually active, including women practicing post-partum abstinence. ","Including fecund married women, currently sexually active, currently exposed to the risk of pregnancy, not wanting to become pregnant, and not using a method of contraception other than folk methods, douches, breastfeeding or lactational amenorrhea (LAM)."
Honduras,340,2005,2006,15-49,MW,Americas,Latin America and the Caribbean,Central America,65.2,56.3,8.9,NA,NA,21.2,NA,13.8,6.6,0.2,2.9,0.3,NA,NA,11.3,3.1,NA,5.8,8.8,8,16.8,68.7,1788,Honduras 2005-2006 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Honduras,340,2011,2012,15-49,MW,Americas,Latin America and the Caribbean,Central America,73.2,63.8,9.4,NA,NA,22.3,NA,18.1,6.8,NA,4.3,0.3,NA,NA,11.9,2.8,NA,6.4,4.5,6.2,10.7,76,5056,Honduras 2011-2012 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,348,1958,1958,<35,MW,Europe,Eastern Europe,NA,58,18,40,NA,NA,NA,NA,NA,NA,NA,12,NA,0,6,NA,4,6,30,NA,NA,NA,NA,4982,Hungary 1958 Fertility and Family Planning Study,National survey,,NA,NA,NA,Including douching.,NA,NA,NA,NA
Hungary,348,1965,1966,15-39,MW,Europe,Eastern Europe,NA,66.6,18.5,48.1,NA,NA,NA,NA,NA,0.1,NA,11.6,NA,0.3,3.7,0.1,2.4,6.4,42,NA,NA,NA,NA,5099,Hungary 1966 Fertility and Family Planning Study,National survey,,NA,NA,NA,Including douching.,NA,NA,NA,NA
Hungary,348,1969,1969,<35,MW,Europe,Eastern Europe,NA,67,31,35,NA,NA,NA,NA,NA,1,NA,9,NA,1,3,17,4,3,28,NA,NA,NA,NA,5407,Hungary 1969 Longitudinal Marriage Survey (Round 2),National survey,,Figures by method do not add up to the total.,NA,Including male and female sterilization.,Including douching.,NA,NA,NA,NA
Hungary,348,1972,1972,<35,MW,Europe,Eastern Europe,NA,73,40,33,NA,NA,NA,NA,NA,4,NA,7,NA,1,3,26,4,2,26,NA,NA,NA,NA,3128,Hungary 1972 Longitudinal Marriage Survey (Round 3),National survey,,NA,NA,Including male and female sterilization.,Including douching.,NA,NA,NA,NA
Hungary,348,1974,1974,<35,MW,Europe,Eastern Europe,NA,74,44,30,NA,NA,NA,NA,NA,6,NA,7,NA,1,1,27,3,3,26,NA,NA,NA,NA,5100,Hungary 1974 Fertility and Family Planning Study,National survey,,NA,NA,Including male and female sterilization.,Including douching.,NA,NA,NA,NA
Hungary,348,1975,1975,<35,MW,Europe,Eastern Europe,NA,76,52,24,NA,NA,NA,NA,NA,8,NA,6,NA,0,1,36,4,2,19,NA,NA,NA,NA,5101,Hungary 1975 Longitudinal Marriage Survey (Round 4),National survey,,NA,NA,Including male and female sterilization.,Including douching.,NA,NA,NA,NA
Hungary,348,1977,1977,15-39,MW,Europe,Eastern Europe,NA,73.1,52.2,20.9,NA,NA,NA,NA,NA,9.6,NA,4.3,NA,0.4,0.7,36.1,3.1,1.8,17.1,NA,NA,NA,NA,3129,Hungary 1977 World Fertility Survey,National survey,,NA,NA,NA,Including douching.,NA,NA,NA,NA
Hungary,348,1986,1986,15-39,MW,Europe,Eastern Europe,NA,73.1,62.3,10.7,NA,NA,0,NA,NA,18.6,NA,3.5,0,0,0.3,39.3,2.1,0.9,8.3,NA,NA,NA,NA,2760,Hungary 1986 Fertility Survey,National survey,,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,348,1992,1993,18-41,MW,Europe,Eastern Europe,NA,80.6,71.3,9.3,NA,NA,5,NA,0,18.2,NA,8.1,NA,NA,0.2,39.4,2.6,0.6,6.5,7,NA,7,81.4,2822,Hungary 1992-1993 Fertility and Family Survey,FFS,,Adjusted.,NA,NA,NA,NA,Data pertain to unmet need for limiting only.,NA,"Including sexually active, fecund married women (excluding those in unions), not practicing contraception and not wanting additional children or with a current pregnancy that was not wanted at conception.  "
Hungary,348,2008,2009,25-49,MW,Europe,Eastern Europe,NA,61.6,54,7.6,NA,NA,NA,NA,0.8,14.5,NA,21.1,NA,NA,NA,15.7,2.8,1.8,4.8,NA,NA,NA,NA,6010,Hungary 2008-2009 Generations and Gender Survey Wave 2,GGS,,Excluding male and female sterilization.,NA,NA,NA,NA,NA,NA,NA
India,356,1970,1971,15-44,HW,Asia,Southern Asia,NA,13.6,9.5,4.1,NA,NA,2.6,NA,NA,0.7,NA,2.5,3.5,NA,4.1,0.3,NA,NA,NA,NA,NA,NA,NA,1856,India 1970-1971 National Family Planning Survey,National survey,,NA,Data pertain to men and women of reproductive age who are married or in a union.,NA,Including rhythm and withdrawal.,NA,NA,NA,NA
India,356,1980,1981,15+,HW,Asia,Southern Asia,NA,35.3,28.1,7.3,NA,NA,NA,NA,NA,0.5,NA,4.2,NA,22.4,7.3,1,NA,NA,NA,NA,NA,NA,NA,123,India 1980-1981 Second All-India Family Planning Survey,National survey,,Adjusted.,Data pertain to men and women of reproductive age who are married or in a union.,Including male and female sterilization.,Including rhythm and withdrawal.,NA,NA,NA,NA
India,356,1988,1988,15-44,HW,Asia,Southern Asia,NA,44.9,39.9,5,NA,NA,NA,NA,NA,1.9,NA,5.3,NA,31.3,5,1.4,NA,NA,NA,NA,NA,NA,NA,2782,India 1988 Third All-India Family Planning Survey,National survey,,NA,Data pertain to men and women of reproductive age who are married or in a union.,Including male and female sterilization.,NA,NA,NA,NA,NA
India,356,1992,1993,15-49,MW,Asia,Southern Asia,NA,40.7,36.5,4.3,NA,NA,27.4,NA,0,1.9,NA,2.4,3.5,NA,0.2,1.2,2.6,NA,1.4,8.1,12.2,20.3,59.8,1789,India 1992-1993 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
India,356,1998,1999,15-49,MW,Asia,Southern Asia,NA,48.2,42.8,5.4,NA,NA,34.2,NA,NA,1.6,NA,3.1,1.9,NA,0.4,2.1,3,NA,2,7.8,8.3,16.1,66.6,1790,India 1998-1999 Demographic and Health Survey,DHS,,Adjusted.,NA,NA,Missing methods are included in traditional methods.,Excluding the state of Tripura.,NA,NA,NA
India,356,2e3,2e3,15-49,MW,Asia,Southern Asia,NA,46.9,42.3,4.6,NA,NA,34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2898,India 2000 Multiple Indicator Cluster Survey,MICS,,NA,NA,Including male and female sterilization and female condoms.,NA,NA,NA,NA,NA
India,356,2002,2004,15-44,MW,Asia,Southern Asia,NA,53,45.7,7.3,NA,NA,34.3,NA,NA,1.9,NA,4.8,0.9,NA,NA,3.5,4.1,NA,2.7,12.7,8.5,21.1,61.7,1791,India 2002-2004 District Level Household Survey,National survey,,Adjusted.,NA,NA,NA,NA,NA,NA,"Including currently married women who are not using contraception, are not pregnant, not in menopause and have not had a hysterectomy, but either do not want any more children, want to delay the next child by two or more years, or are uncertain about whether or when to have the next child."
India,356,2004,2005,15-49,MW,Asia,Southern Asia,NA,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5871,India 2004-2005 Human Development Survey,National survey,,,NA,NA,NA,NA,NA,NA,NA
India,356,2005,2006,15-49,MW,Asia,Southern Asia,NA,56.3,48.5,7.8,NA,NA,37.3,NA,0.1,1.7,NA,5.2,1,0,0.3,3.1,4.9,NA,2.5,7.8,6.1,13.9,69.1,1792,India 2005-2006 Demographic and Health Survey,DHS,,Figures by method do not add up to the total.,NA,NA,Including folk methods.,NA,NA,NA,NA
India,356,2007,2008,15-49,MW,Asia,Southern Asia,NA,54.8,48.1,6.4,0.3,NA,35.8,NA,NA,1.8,NA,5.5,1.1,NA,0,3.6,4.4,NA,2,13.3,7.2,20.5,63.9,5336,India 2007-2008 District Level Household Survey,National survey,,Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
India,356,2015,2016,15-49,MW,Asia,Southern Asia,NA,53.5,47.8,5.7,NA,NA,36,NA,NA,1.5,NA,5.6,0.3,0.3,5.7,4.1,NA,NA,NA,7.2,5.7,12.9,72,5565,India 2015-2016 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,360,1973,1973,15-49,MW,Asia,South-eastern Asia,NA,8.6,7.2,1.4,NA,NA,0,NA,NA,3.4,NA,0.5,0,NA,1.4,3.3,NA,NA,NA,NA,NA,NA,NA,5103,Indonesia 1973 Fertility-Mortality Survey,National survey,,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,360,1976,1976,15-49,MW,Asia,South-eastern Asia,NA,26.3,22.9,3.4,NA,NA,0.3,NA,0.2,5.6,NA,1.8,0,NA,2.3,14.9,0.8,0.1,0.3,NA,NA,NA,NA,703,Indonesia 1976 World Fertility Survey,WFS,,NA,NA,NA,Including abstinence and douching.,Data pertain to Java and Bali.,NA,NA,NA
Indonesia,360,1979,1979,10-49,MW,Asia,South-eastern Asia,NA,31.2,24.6,6.8,NA,NA,0.4,NA,NA,6.4,NA,1,0.1,NA,6.2,16.7,0.5,NA,0.1,NA,NA,NA,NA,488,Indonesia 1979 National Socio-economic Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,NA,NA,Including abstinence.,NA,NA,NA,NA
Indonesia,360,1985,1985,10-49,MW,Asia,South-eastern Asia,NA,38.5,36.9,1.6,NA,NA,1.2,NA,7.4,11.9,NA,0.6,0.4,NA,NA,15.4,NA,NA,NA,NA,NA,NA,NA,686,Indonesia 1985 Intercensal Population Survey,National survey,,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,360,1987,1987,15-49,MW,Asia,South-eastern Asia,NA,47.7,44,3.7,NA,NA,3.1,0.4,9.4,13.2,NA,1.6,0.2,NA,1.2,16.1,1.2,NA,1.3,6,10.1,16,69.1,1693,Indonesia 1987 National Contraceptive Prevalence Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Indonesia,360,1991,1991,15-49,MW,Asia,South-eastern Asia,NA,49.7,47.1,2.6,NA,NA,2.7,3.1,11.7,13.3,NA,0.8,0.6,NA,0.9,14.8,1.1,NA,0.7,8.4,8.6,17,70.6,1687,Indonesia 1991 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Indonesia,360,1993,1993,15-49,MW,Asia,South-eastern Asia,NA,53.1,51.2,2,NA,NA,NA,1.3,17.2,12.6,NA,1.2,NA,4.4,2,14.6,NA,NA,NA,NA,NA,NA,NA,3133,Indonesia 1993 National Socio-economic Survey,National survey,,NA,NA,Including male and female sterilization.,NA,NA,NA,NA,NA
